M,N,K,cuBLAS,Naive,TMA,Persistent,TMA Persistent,Descriptor Persistent,Pipelined,TileLang
16384.000000,16384.000000,16384.000000,382.770885,340.818223,324.731312,234.075704,373.501293,368.965609,261.976604,381.002023
